binary_accuracy,dice_coef,iou,loss,precision,recall,val_binary_accuracy,val_dice_coef,val_iou,val_loss,val_precision,val_recall,learning_rate
0.9586427807807922,0.346334308385849,0.20943373441696167,0.6217971444129944,0.21000613272190094,0.9871384501457214,0.984304666519165,0.5887051224708557,0.4171384572982788,0.43732234835624695,0.4189932644367218,0.9894987940788269,9.999999747378752e-05
0.99050372838974,0.6950440406799316,0.53261798620224,0.3315490186214447,0.5398997068405151,0.9753036499023438,0.9941149353981018,0.7897769808769226,0.6525876522064209,0.25158676505088806,0.6642563939094543,0.9737871885299683,9.999999747378752e-05
0.993634045124054,0.7727859616279602,0.6297104954719543,0.24889308214187622,0.6402871608734131,0.974437415599823,0.994771420955658,0.8096571564674377,0.6801874041557312,0.2215479612350464,0.6899210810661316,0.979679524898529,9.999999747378752e-05
0.9946643710136414,0.8027225136756897,0.6704556345939636,0.22589850425720215,0.6808813810348511,0.9776705503463745,0.9941332936286926,0.7927312254905701,0.6566327810287476,0.21220529079437256,0.6617862582206726,0.9882797598838806,9.999999747378752e-05
0.9953950643539429,0.8252900838851929,0.7025455236434937,0.20595990121364594,0.7126041054725647,0.9803028106689453,0.9961703419685364,0.8532191514968872,0.7440124750137329,0.18851912021636963,0.7551820874214172,0.9805079102516174,9.999999747378752e-05
0.9958340525627136,0.8394823670387268,0.7233683466911316,0.19332002103328705,0.7329095005989075,0.9823235273361206,0.9963626861572266,0.8593027591705322,0.7533139586448669,0.18855668604373932,0.7658877372741699,0.9786714911460876,9.999999747378752e-05
0.9961767196655273,0.8509927988052368,0.7406312823295593,0.18252135813236237,0.7497705817222595,0.9838079214096069,0.9966933131217957,0.8709184527397156,0.77135169506073,0.17213378846645355,0.7818747758865356,0.9828509092330933,9.999999747378752e-05
0.9963684678077698,0.8574626445770264,0.7504914402961731,0.17636924982070923,0.7592624425888062,0.9848402142524719,0.996120810508728,0.8528023362159729,0.7433784604072571,0.17008066177368164,0.7490278482437134,0.9899560213088989,9.999999747378752e-05
0.9965522885322571,0.8637378215789795,0.760154664516449,0.17117632925510406,0.7687429189682007,0.9855126142501831,0.9973578453063965,0.8934431076049805,0.8074082136154175,0.17132532596588135,0.8239617347717285,0.9757217764854431,9.999999747378752e-05
0.9969764947891235,0.8787369132041931,0.7837044596672058,0.15893131494522095,0.7914368510246277,0.9876863360404968,0.9969184994697571,0.8792217373847961,0.7844743132591248,0.15718893706798553,0.7917937636375427,0.988353431224823,4.999999873689376e-05
0.9971320629119873,0.8843274712562561,0.792639434337616,0.15235410630702972,0.7999944686889648,0.9885311126708984,0.9967716932296753,0.874558687210083,0.7770810723304749,0.15504898130893707,0.7826071977615356,0.9909949898719788,4.999999873689376e-05
0.997234046459198,0.8881299495697021,0.798772394657135,0.14865757524967194,0.8059411644935608,0.9889885187149048,0.9975565671920776,0.9013378024101257,0.8203957676887512,0.15255418419837952,0.8320091962814331,0.9832704663276672,4.999999873689376e-05
0.997321367263794,0.8912343382835388,0.8038071990013123,0.14625810086727142,0.8108924627304077,0.9892451763153076,0.997349202632904,0.8941009044647217,0.8084833025932312,0.1514640897512436,0.8176995515823364,0.9862508177757263,4.999999873689376e-05
0.9973823428153992,0.8934998512268066,0.8075088858604431,0.14268174767494202,0.8144993185997009,0.9894818067550659,0.9974945187568665,0.8993664383888245,0.8171351552009583,0.14772318303585052,0.8264787793159485,0.9863536357879639,4.999999873689376e-05
0.9974533915519714,0.8959788680076599,0.8115578889846802,0.14215020835399628,0.8183600902557373,0.989860475063324,0.9975792765617371,0.9024006128311157,0.8221584558486938,0.1456529051065445,0.8316789865493774,0.986267626285553,4.999999873689376e-05
0.9974970817565918,0.8976530432701111,0.8143105506896973,0.13922879099845886,0.8210458159446716,0.9900264143943787,0.9977205991744995,0.9075042605400085,0.8306707143783569,0.14345106482505798,0.8411857485771179,0.9851746559143066,4.999999873689376e-05
0.9975350499153137,0.8990791440010071,0.8166592121124268,0.13828833401203156,0.8233246207237244,0.9901811480522156,0.9976681470870972,0.9057191014289856,0.8276842832565308,0.14216619729995728,0.8367996215820312,0.9870100617408752,4.999999873689376e-05
0.997589647769928,0.9010462760925293,0.8199127912521362,0.13691993057727814,0.8264877796173096,0.9903877973556519,0.9974789023399353,0.8991563320159912,0.816788375377655,0.14192506670951843,0.823924720287323,0.9895070791244507,4.999999873689376e-05
0.9976187348365784,0.9022436141967773,0.8218991160392761,0.13722527027130127,0.8283895254135132,0.9905597567558289,0.9977543950080872,0.9087978005409241,0.8328409194946289,0.14255845546722412,0.8426839709281921,0.9861689805984497,4.999999873689376e-05
0.997765839099884,0.9076420068740845,0.8309025764465332,0.13092581927776337,0.8370254039764404,0.9912735223770142,0.9978631734848022,0.9129036068916321,0.8397632837295532,0.13794498145580292,0.8492712378501892,0.9868437051773071,2.499999936844688e-05
0.9978140592575073,0.9096037149429321,0.834194004535675,0.12926167249679565,0.8401448726654053,0.9915842413902283,0.9978140592575073,0.9112226963043213,0.8369229435920715,0.13606984913349152,0.8451952338218689,0.9884405732154846,2.499999936844688e-05
0.9978556632995605,0.9111484289169312,0.8367975354194641,0.12881837785243988,0.8426772952079773,0.9917306303977966,0.997752845287323,0.9090562462806702,0.8332750797271729,0.1352790743112564,0.8405413627624512,0.9897320866584778,2.499999936844688e-05
0.9978809952735901,0.912102460861206,0.8384079933166504,0.12748461961746216,0.8442308306694031,0.9918416738510132,0.9978684782981873,0.9132170081138611,0.840293824672699,0.13603368401527405,0.8487879633903503,0.98823082447052,2.499999936844688e-05
0.9979052543640137,0.9131989479064941,0.8402628302574158,0.12531627714633942,0.8460099101066589,0.9919818639755249,0.9980678558349609,0.9204332232475281,0.8525950312614441,0.1365833580493927,0.8638545870780945,0.984942615032196,2.499999936844688e-05
0.9979284405708313,0.9139607548713684,0.8415514230728149,0.12704454362392426,0.8472180366516113,0.9921141862869263,0.9980613589286804,0.9203770160675049,0.8524985313415527,0.13455785810947418,0.8629494309425354,0.9859929084777832,2.499999936844688e-05
0.9979520440101624,0.9148860573768616,0.843124508857727,0.12388719618320465,0.8487730622291565,0.992165744304657,0.9979471564292908,0.9161156415939331,0.8452152609825134,0.13372746109962463,0.853776216506958,0.9882755875587463,2.499999936844688e-05
0.997970700263977,0.9156075119972229,0.8443472981452942,0.12485955655574799,0.8499392867088318,0.9922657012939453,0.9980054497718811,0.9182893633842468,0.8489232659339905,0.13378393650054932,0.8582112193107605,0.9874120950698853,2.499999936844688e-05
0.9979951977729797,0.9164783954620361,0.845826268196106,0.12299259752035141,0.8513839244842529,0.9923408627510071,0.9980482459068298,0.9198549389839172,0.8516032099723816,0.13342098891735077,0.861302375793457,0.9869492053985596,2.499999936844688e-05
0.9980081915855408,0.916951596736908,0.8466437458992004,0.12269145250320435,0.8521731495857239,0.9923952221870422,0.9982013702392578,0.9255580306053162,0.861431360244751,0.13536201417446136,0.8737285733222961,0.983924388885498,2.499999936844688e-05
0.9980670809745789,0.9192991852760315,0.8506521582603455,0.1210857480764389,0.8560065627098083,0.9926977157592773,0.9980535507202148,0.9202035069465637,0.8522009253501892,0.13140156865119934,0.860905110836029,0.9882750511169434,1.249999968422344e-05
